Engagement_ID,Alumni_ID,Event_ID,Participation_Score,Feedback_Text,Checkin_Method,Attendance_Status,Feedback_Rating,Survey_Completed,Hours_Spent,Registered_Flag,RSVP_Date,Followup_Sent,Followup_Response,Badge_Earned,Certificate_Issued,Photo_Consent,Comments,Created_At,Updated_At
511,86,178,83,Helpful for interviews,QR,Attended,1,Yes,2.09,Yes,2019-05-16,No,Later,Mentor,No,Yes,Good content,2021-04-07,2021-03-02
512,292,633,73,Relevant content,Manual,Attended,1,Yes,1.09,Yes,2025-08-20,Yes,No,Volunteer,Yes,Yes,Looking for internship,2024-12-14,2018-08-18
513,869,281,56,Great networking opportunity,Manual,No-Show,3,Yes,3.33,Yes,2021-01-02,Yes,Later,Volunteer,Yes,No,Would attend again,2025-12-22,2016-03-23
514,96,333,98,Relevant content,Manual,Cancelled,1,Yes,2.36,Yes,2018-12-19,Yes,Later,Volunteer,No,Yes,Looking for internship,2015-01-13,2023-03-14
515,235,765,66,Average experience,Manual,Attended,5,No,1.71,Yes,2015-04-21,No,Later,Mentor,No,Yes,Would attend again,2017-09-11,2017-04-10
516,217,249,72,Great networking opportunity,QR,Attended,3,Yes,1.26,Yes,2016-05-22,No,Yes,Mentor,No,No,Great panelists,2021-01-09,2024-04-21
517,678,541,39,Met potential employers,QR,Cancelled,3,No,1.65,Yes,2023-06-24,Yes,No,Attendee,No,No,Good content,2023-10-03,2023-09-05
518,34,298,86,Helpful for interviews,Kiosk,No-Show,5,No,0.88,Yes,2018-03-28,No,Later,Volunteer,No,No,Would attend again,2017-03-11,2025-09-28
519,760,917,96,Relevant content,QR,Cancelled,3,Yes,1.29,Yes,2015-03-18,Yes,Yes,Attendee,No,No,Great panelists,2016-04-29,2018-08-10
520,201,211,90,Relevant content,Manual,Cancelled,2,No,2.03,Yes,2019-06-24,Yes,Later,Speaker,No,Yes,Looking for internship,2023-09-22,2023-01-11
521,455,322,71,Met potential employers,Kiosk,Attended,2,No,0.25,Yes,2021-04-28,No,Yes,Attendee,Yes,No,Good content,2016-05-21,2022-12-25
522,814,610,100,Great networking opportunity,Kiosk,Cancelled,2,No,1.87,Yes,2020-04-05,No,Yes,Speaker,Yes,No,Good content,2020-12-14,2016-06-21
523,709,623,62,Great networking opportunity,Kiosk,No-Show,3,No,2.36,Yes,2024-05-02,No,Yes,Speaker,No,No,Looking for internship,2025-10-09,2017-08-15
524,247,691,53,Relevant content,Kiosk,Attended,5,Yes,2.37,Yes,2023-12-05,No,Later,Mentor,No,Yes,Great panelists,2025-10-15,2025-04-07
525,738,38,72,Great networking opportunity,QR,Attended,3,No,2.97,Yes,2015-12-13,Yes,Later,Attendee,No,Yes,Looking for internship,2018-10-01,2016-03-31
526,83,312,91,Informative session,Kiosk,No-Show,4,No,2.09,Yes,2017-10-03,No,Later,Volunteer,Yes,No,Great panelists,2023-10-30,2021-08-17
527,308,205,71,Great networking opportunity,QR,Attended,5,Yes,1.1,Yes,2025-01-09,Yes,Yes,Volunteer,No,Yes,Would attend again,2025-12-29,2020-06-30
528,517,854,66,Met potential employers,Kiosk,Cancelled,3,No,1.61,Yes,2023-12-25,No,Later,Attendee,Yes,Yes,Great panelists,2018-11-16,2016-06-01
529,83,860,99,Good alumni connections,Manual,No-Show,3,No,1.99,Yes,2019-02-16,No,Yes,Speaker,No,Yes,Looking for internship,2016-08-21,2017-06-15
530,369,958,74,Met potential employers,QR,Attended,5,No,1.62,Yes,2025-07-26,No,Later,Volunteer,Yes,Yes,Good content,2024-09-07,2020-12-04
531,140,3,89,Met potential employers,QR,No-Show,4,No,1.43,Yes,2024-12-17,Yes,Later,Mentor,Yes,Yes,Would attend again,2019-10-25,2017-08-17
532,897,953,100,Helpful for interviews,QR,No-Show,1,Yes,2.55,Yes,2017-08-09,No,Later,Mentor,No,Yes,Great panelists,2021-06-04,2021-05-27
533,10,208,94,Great networking opportunity,QR,Attended,1,No,2.61,Yes,2025-12-20,Yes,No,Speaker,No,Yes,Great panelists,2022-03-13,2018-11-10
534,379,434,89,Great networking opportunity,QR,No-Show,5,No,2.86,Yes,2025-07-08,No,Later,Volunteer,No,Yes,Would attend again,2022-05-14,2024-11-15
535,321,149,95,Met potential employers,Kiosk,Cancelled,3,Yes,1.51,Yes,2021-08-10,No,Yes,Speaker,Yes,No,Would attend again,2018-04-09,2023-03-25
536,514,522,91,Informative session,Manual,Cancelled,1,No,1.42,Yes,2020-05-11,No,Yes,Speaker,Yes,No,Great panelists,2023-06-17,2022-07-16
537,15,788,88,Good alumni connections,Kiosk,Attended,1,No,1.23,Yes,2020-01-16,No,No,Attendee,Yes,Yes,Good content,2024-10-25,2018-06-12
538,171,902,53,Relevant content,Kiosk,Attended,4,Yes,1.29,Yes,2024-06-01,Yes,Yes,Mentor,Yes,No,Great panelists,2015-06-15,2019-09-13
539,482,846,94,Good alumni connections,QR,Attended,2,Yes,2.78,Yes,2020-11-17,No,No,Speaker,No,No,Would attend again,2021-01-05,2016-08-28
540,843,654,79,Great networking opportunity,Kiosk,Cancelled,2,No,1.91,Yes,2022-10-10,No,Yes,Attendee,Yes,Yes,Great panelists,2025-04-19,2017-03-03
541,762,889,63,Great networking opportunity,Kiosk,Attended,3,No,2.26,Yes,2019-01-09,Yes,No,Speaker,Yes,Yes,Looking for internship,2022-02-09,2017-12-28
542,195,679,85,Helpful for interviews,QR,No-Show,4,No,2.27,Yes,2019-06-09,Yes,No,Volunteer,Yes,No,Good content,2024-12-27,2022-04-16
543,802,518,100,Average experience,QR,Cancelled,5,No,1.3,Yes,2017-08-03,Yes,No,Volunteer,Yes,No,Good content,2023-01-08,2022-01-17
544,758,756,74,Average experience,Kiosk,Attended,2,Yes,1.23,Yes,2018-07-22,No,Later,Attendee,Yes,Yes,Great panelists,2025-12-17,2019-06-20
545,86,674,75,Great networking opportunity,Kiosk,Cancelled,1,No,2.94,Yes,2025-05-10,Yes,Later,Attendee,Yes,Yes,Great panelists,2015-12-02,2017-11-20
546,425,561,100,Informative session,Kiosk,Cancelled,1,No,1.32,Yes,2017-08-13,Yes,Later,Mentor,Yes,No,Looking for internship,2019-02-26,2017-04-04
547,193,758,67,Average experience,Kiosk,Attended,2,No,2.27,Yes,2021-08-09,No,No,Speaker,No,Yes,Good content,2017-06-21,2016-05-19
548,140,1,98,Informative session,Kiosk,Cancelled,3,Yes,0.29,Yes,2019-06-22,No,Later,Attendee,No,Yes,Would attend again,2018-10-18,2018-03-31
549,347,750,90,Average experience,Manual,No-Show,2,Yes,1.38,Yes,2023-04-04,Yes,No,Mentor,Yes,Yes,Good content,2020-03-18,2016-11-04
550,565,493,98,Informative session,Kiosk,No-Show,1,Yes,1.75,Yes,2019-06-11,No,Yes,Speaker,No,No,Good content,2025-05-19,2017-09-28
551,465,603,77,Average experience,Manual,Cancelled,1,Yes,2.68,Yes,2015-11-03,Yes,Later,Attendee,No,Yes,Great panelists,2023-10-26,2022-01-08
552,418,523,85,Great networking opportunity,Manual,Attended,5,Yes,0.87,Yes,2021-08-28,No,Later,Speaker,No,No,Great panelists,2017-05-17,2025-02-20
553,953,680,88,Helpful for interviews,QR,Attended,2,Yes,1.13,Yes,2016-11-07,Yes,Later,Mentor,Yes,Yes,Good content,2021-11-16,2015-08-06
554,185,920,76,Good alumni connections,Manual,No-Show,5,Yes,2.2,Yes,2025-01-13,No,No,Speaker,Yes,No,Looking for internship,2024-12-14,2025-02-21
555,18,297,67,Helpful for interviews,QR,No-Show,4,Yes,2.21,Yes,2016-04-13,No,Later,Mentor,Yes,Yes,Great panelists,2025-08-29,2021-09-18
556,381,66,74,Average experience,Manual,Cancelled,5,No,0.65,Yes,2015-07-23,No,Yes,Volunteer,No,No,Good content,2016-08-03,2021-11-12
557,663,784,61,Average experience,Kiosk,No-Show,4,No,1.36,Yes,2018-08-21,Yes,Later,Attendee,No,Yes,Looking for internship,2025-09-09,2021-01-06
558,12,223,91,Helpful for interviews,Manual,Attended,4,Yes,1.9,Yes,2022-09-26,Yes,Later,Attendee,Yes,No,Would attend again,2019-01-22,2021-07-19
559,198,360,58,Helpful for interviews,QR,Cancelled,1,Yes,0.72,Yes,2020-12-17,No,Later,Speaker,No,No,Good content,2018-10-29,2024-11-19
560,426,939,66,Average experience,Manual,Attended,5,Yes,2.05,Yes,2025-07-07,No,No,Mentor,Yes,Yes,Would attend again,2025-07-02,2023-12-03
561,6,749,81,Average experience,Manual,Cancelled,3,No,1.74,Yes,2025-04-19,Yes,No,Mentor,Yes,Yes,Good content,2020-10-20,2023-08-24
562,846,923,52,Met potential employers,Manual,Cancelled,4,No,1.15,Yes,2025-09-17,Yes,No,Attendee,No,Yes,Would attend again,2024-09-06,2022-10-16
563,339,834,77,Helpful for interviews,QR,Attended,3,Yes,2.41,Yes,2022-08-30,Yes,Later,Speaker,No,No,Looking for internship,2015-12-03,2021-12-23
564,361,214,90,Average experience,Manual,Cancelled,5,No,2.03,Yes,2023-06-03,No,Later,Speaker,No,No,Great panelists,2019-04-18,2015-04-02
565,596,437,49,Informative session,Manual,Attended,3,Yes,1.36,Yes,2019-02-24,No,Later,Volunteer,Yes,Yes,Good content,2025-04-24,2024-07-05
566,156,2,80,Informative session,QR,No-Show,4,No,2.11,Yes,2021-08-05,No,Later,Attendee,No,Yes,Good content,2020-03-06,2025-09-19
567,935,732,100,Informative session,Kiosk,Attended,2,Yes,0.67,Yes,2016-10-21,Yes,No,Speaker,No,Yes,Great panelists,2021-06-27,2023-10-22
568,623,492,84,Average experience,Manual,Cancelled,3,Yes,2.01,Yes,2017-04-05,No,No,Speaker,No,No,Good content,2023-02-09,2018-08-14
569,422,522,74,Great networking opportunity,Manual,No-Show,3,Yes,1.68,Yes,2019-11-28,Yes,Yes,Attendee,Yes,No,Would attend again,2022-10-15,2015-04-27
570,403,494,90,Good alumni connections,Manual,No-Show,3,Yes,1.47,Yes,2021-06-02,No,Later,Attendee,Yes,Yes,Looking for internship,2020-07-10,2017-06-08
571,197,225,68,Average experience,QR,Attended,2,Yes,1.48,Yes,2016-08-15,Yes,Yes,Mentor,Yes,No,Would attend again,2017-03-28,2025-04-20
572,715,317,98,Met potential employers,Manual,Cancelled,1,Yes,1.22,Yes,2022-05-18,No,Yes,Mentor,Yes,Yes,Would attend again,2020-04-30,2016-04-13
573,492,234,57,Met potential employers,Manual,Attended,2,Yes,0.46,Yes,2025-06-25,No,No,Attendee,No,Yes,Great panelists,2016-08-21,2020-01-29
574,92,920,71,Helpful for interviews,QR,Cancelled,3,No,0.76,Yes,2016-07-04,Yes,Yes,Mentor,No,Yes,Good content,2015-01-01,2023-04-26
575,369,927,90,Relevant content,Kiosk,No-Show,2,No,0.93,Yes,2016-11-29,No,No,Attendee,Yes,No,Looking for internship,2025-11-26,2021-02-07
576,155,643,72,Helpful for interviews,Kiosk,Attended,1,No,0.99,Yes,2021-08-13,No,No,Attendee,No,Yes,Great panelists,2018-06-13,2023-12-04
577,239,984,84,Relevant content,Manual,Cancelled,4,No,0.25,Yes,2022-11-26,Yes,Later,Volunteer,Yes,No,Would attend again,2021-12-20,2020-09-12
578,886,443,82,Great networking opportunity,QR,No-Show,3,Yes,1.45,Yes,2025-12-19,Yes,Yes,Speaker,Yes,Yes,Good content,2019-12-09,2020-09-15
579,747,226,51,Helpful for interviews,QR,Attended,4,No,1.1,Yes,2025-09-02,No,Yes,Mentor,No,No,Good content,2018-11-27,2015-01-08
580,430,219,84,Great networking opportunity,Kiosk,Attended,1,No,0.83,Yes,2015-08-27,No,Later,Volunteer,Yes,Yes,Great panelists,2015-08-22,2024-04-26
581,717,25,99,Informative session,Manual,No-Show,5,Yes,1.69,Yes,2019-06-20,No,Yes,Volunteer,No,Yes,Looking for internship,2023-11-26,2021-12-16
582,611,43,70,Great networking opportunity,QR,No-Show,3,No,1.3,Yes,2017-10-17,Yes,No,Attendee,Yes,No,Great panelists,2016-08-01,2019-05-08
583,6,120,87,Helpful for interviews,Kiosk,Attended,2,No,0.99,Yes,2021-03-23,Yes,Later,Attendee,Yes,No,Looking for internship,2020-06-29,2018-05-25
584,216,658,65,Helpful for interviews,Manual,Attended,3,No,0.75,Yes,2021-10-30,Yes,Later,Attendee,Yes,No,Good content,2016-12-11,2019-07-07
585,24,81,73,Met potential employers,Kiosk,No-Show,3,No,1.87,Yes,2021-12-03,Yes,No,Volunteer,No,No,Great panelists,2018-12-13,2022-11-14
586,472,462,100,Met potential employers,Kiosk,No-Show,4,No,2.11,Yes,2024-10-19,No,Yes,Volunteer,No,Yes,Would attend again,2021-09-16,2017-02-14
587,412,447,100,Relevant content,QR,No-Show,1,Yes,0.91,Yes,2018-10-13,No,Later,Volunteer,No,Yes,Great panelists,2019-01-22,2019-05-28
588,677,24,92,Informative session,Kiosk,Attended,5,Yes,1.53,Yes,2017-09-09,No,Yes,Attendee,No,No,Would attend again,2015-07-01,2016-05-07
589,558,924,73,Helpful for interviews,Kiosk,Cancelled,1,No,1.04,Yes,2020-05-23,No,Yes,Volunteer,No,No,Great panelists,2024-09-03,2016-10-14
590,220,474,75,Good alumni connections,QR,Cancelled,5,Yes,2.57,Yes,2019-08-04,Yes,Yes,Speaker,Yes,Yes,Good content,2018-06-22,2017-03-14
591,28,971,90,Great networking opportunity,Manual,Cancelled,5,No,0.98,Yes,2020-10-21,Yes,No,Volunteer,Yes,No,Good content,2023-05-19,2017-12-15
592,381,536,62,Helpful for interviews,QR,Cancelled,4,Yes,1.17,Yes,2018-06-03,No,No,Attendee,No,No,Good content,2019-04-03,2021-12-22
593,553,620,100,Helpful for interviews,Manual,No-Show,3,No,1.58,Yes,2016-07-02,No,Later,Volunteer,Yes,No,Good content,2020-11-26,2015-09-04
594,258,773,100,Helpful for interviews,QR,Attended,5,Yes,2.76,Yes,2024-07-28,Yes,No,Attendee,Yes,Yes,Good content,2020-05-12,2025-12-07
595,671,9,100,Informative session,Kiosk,Cancelled,1,No,0.58,Yes,2016-07-11,No,Later,Mentor,No,Yes,Looking for internship,2015-11-09,2022-09-16
596,772,400,81,Great networking opportunity,QR,Cancelled,2,No,1.99,Yes,2020-03-26,Yes,Yes,Attendee,No,Yes,Looking for internship,2025-07-01,2024-12-27
597,365,488,70,Informative session,QR,Cancelled,4,Yes,1.99,Yes,2021-01-01,No,No,Speaker,Yes,Yes,Great panelists,2016-04-03,2022-06-11
598,937,146,87,Average experience,Manual,Cancelled,3,No,1.88,Yes,2023-10-23,Yes,Later,Mentor,Yes,Yes,Great panelists,2022-01-15,2018-01-02
599,915,242,64,Helpful for interviews,QR,Attended,3,Yes,0.38,Yes,2023-06-08,Yes,Yes,Attendee,No,Yes,Good content,2023-10-30,2022-08-11
600,992,217,94,Relevant content,QR,No-Show,5,Yes,0.64,Yes,2025-10-25,Yes,Yes,Volunteer,Yes,No,Looking for internship,2018-05-12,2018-11-07
601,141,124,66,Average experience,Kiosk,Attended,2,Yes,1.44,Yes,2020-03-02,Yes,Later,Attendee,No,Yes,Good content,2022-04-25,2019-08-15
602,380,975,87,Met potential employers,Kiosk,No-Show,2,Yes,0.89,Yes,2017-12-19,No,Yes,Speaker,Yes,Yes,Good content,2015-11-30,2020-08-10
603,855,420,80,Average experience,QR,Cancelled,2,Yes,0.81,Yes,2017-10-19,No,Yes,Speaker,No,Yes,Great panelists,2024-04-01,2018-01-19
604,669,293,69,Average experience,QR,Cancelled,1,No,0.83,Yes,2023-03-30,Yes,Later,Volunteer,No,No,Good content,2022-06-03,2025-02-13
605,538,174,85,Relevant content,Manual,Attended,5,No,2.41,Yes,2024-08-06,Yes,Later,Speaker,No,No,Looking for internship,2018-01-13,2017-06-10
606,907,505,58,Average experience,Kiosk,Attended,4,Yes,1.92,Yes,2021-01-24,No,No,Mentor,Yes,Yes,Would attend again,2018-12-10,2015-06-13
607,818,740,78,Relevant content,QR,No-Show,1,Yes,1.26,Yes,2018-06-25,No,Yes,Speaker,Yes,Yes,Good content,2021-09-30,2015-09-01
608,34,893,78,Average experience,QR,No-Show,3,Yes,0.25,Yes,2018-02-10,No,Yes,Speaker,No,No,Good content,2016-01-23,2023-02-08
609,663,468,94,Met potential employers,QR,No-Show,3,Yes,2.11,Yes,2023-05-30,No,No,Speaker,No,No,Would attend again,2022-01-08,2022-12-02
610,490,751,99,Helpful for interviews,QR,Attended,3,Yes,1.27,Yes,2016-04-17,Yes,Later,Volunteer,Yes,Yes,Good content,2024-09-25,2022-09-13
611,740,442,100,Informative session,Manual,Attended,3,No,0.25,Yes,2021-01-05,No,Later,Attendee,No,No,Looking for internship,2019-12-17,2015-07-17
612,961,459,74,Informative session,QR,Cancelled,3,Yes,1.51,Yes,2021-01-16,No,Yes,Attendee,Yes,No,Great panelists,2024-06-07,2022-04-25
613,695,245,100,Relevant content,Manual,No-Show,5,No,0.25,Yes,2023-03-29,Yes,Later,Volunteer,No,Yes,Good content,2017-03-05,2021-10-14
614,110,265,55,Relevant content,QR,Cancelled,2,Yes,2.2,Yes,2023-11-10,No,Yes,Volunteer,No,No,Would attend again,2024-10-30,2022-06-09
615,385,354,76,Relevant content,Manual,Cancelled,2,No,1.95,Yes,2024-04-30,Yes,Later,Attendee,No,No,Good content,2021-07-11,2024-04-21
616,771,700,59,Relevant content,Manual,Attended,5,Yes,2.04,Yes,2015-09-14,Yes,Yes,Speaker,Yes,No,Looking for internship,2020-03-21,2017-07-25
617,203,535,83,Great networking opportunity,Kiosk,Attended,1,Yes,1.7,Yes,2023-05-18,No,Later,Mentor,No,Yes,Good content,2018-01-20,2016-10-12
618,92,912,63,Good alumni connections,Manual,No-Show,1,Yes,1.62,Yes,2015-11-20,No,Yes,Mentor,Yes,Yes,Would attend again,2022-03-16,2021-09-09
619,585,281,64,Met potential employers,QR,Cancelled,1,Yes,1.65,Yes,2020-04-14,Yes,No,Mentor,Yes,Yes,Would attend again,2025-04-17,2021-02-20
620,156,847,63,Relevant content,QR,Attended,5,Yes,1.57,Yes,2021-04-14,No,Later,Speaker,Yes,Yes,Good content,2025-08-07,2016-03-19
621,779,961,98,Good alumni connections,Manual,Attended,5,No,1.35,Yes,2025-07-05,No,Later,Speaker,Yes,No,Great panelists,2022-03-31,2022-04-06
622,443,462,58,Helpful for interviews,Manual,No-Show,2,No,3.24,Yes,2022-10-11,Yes,Yes,Mentor,Yes,Yes,Looking for internship,2015-10-11,2022-08-27
623,424,216,97,Met potential employers,Manual,Attended,3,No,0.25,Yes,2025-08-24,No,Yes,Mentor,No,No,Would attend again,2015-01-10,2015-07-11
624,117,726,70,Good alumni connections,Manual,No-Show,4,Yes,1.82,Yes,2017-10-06,Yes,Yes,Mentor,No,No,Looking for internship,2025-12-31,2022-06-09
625,263,832,87,Helpful for interviews,Kiosk,No-Show,5,No,2.78,Yes,2023-07-13,No,No,Speaker,No,Yes,Good content,2025-04-11,2020-01-07
626,718,568,76,Relevant content,Manual,No-Show,1,No,1.29,Yes,2019-03-24,No,Yes,Attendee,Yes,Yes,Great panelists,2021-11-02,2024-03-24
627,811,7,82,Helpful for interviews,Kiosk,No-Show,1,Yes,1.91,Yes,2025-07-01,No,No,Speaker,No,No,Would attend again,2018-11-05,2025-04-10
628,364,74,95,Met potential employers,Manual,Attended,3,No,1.94,Yes,2019-02-23,Yes,Later,Mentor,Yes,Yes,Great panelists,2020-06-02,2015-12-03
629,401,766,64,Met potential employers,QR,No-Show,3,Yes,1.62,Yes,2017-12-23,Yes,No,Volunteer,Yes,No,Great panelists,2020-09-14,2022-09-08
630,331,478,75,Good alumni connections,Kiosk,Cancelled,3,Yes,1.84,Yes,2022-11-16,Yes,Yes,Speaker,Yes,Yes,Looking for internship,2015-01-11,2023-04-01
631,530,470,38,Informative session,Manual,No-Show,3,No,2.8,Yes,2021-09-12,No,No,Mentor,Yes,Yes,Looking for internship,2020-01-24,2015-10-23
632,332,437,63,Great networking opportunity,Manual,No-Show,2,No,1.98,Yes,2022-10-05,Yes,Yes,Mentor,Yes,No,Would attend again,2016-08-05,2018-08-06
633,934,117,78,Relevant content,QR,Attended,3,Yes,2.78,Yes,2023-03-25,Yes,Yes,Mentor,No,No,Would attend again,2022-07-04,2024-01-05
634,129,674,65,Helpful for interviews,Kiosk,Cancelled,2,Yes,1.71,Yes,2016-04-27,No,Later,Attendee,Yes,Yes,Great panelists,2021-07-21,2023-07-18
635,900,291,84,Informative session,QR,No-Show,3,No,1.33,Yes,2015-02-20,Yes,Yes,Attendee,No,Yes,Great panelists,2018-07-15,2021-02-13
636,490,186,75,Great networking opportunity,Manual,Attended,3,Yes,2.37,Yes,2019-08-05,Yes,No,Volunteer,No,No,Great panelists,2022-12-01,2020-09-18
637,324,770,100,Met potential employers,Manual,No-Show,1,No,1.37,Yes,2020-08-12,Yes,Later,Mentor,Yes,No,Good content,2015-02-27,2019-11-30
638,545,917,78,Met potential employers,QR,No-Show,2,No,1.24,Yes,2025-05-08,Yes,No,Speaker,Yes,Yes,Would attend again,2024-03-10,2016-03-02
639,840,140,66,Informative session,Kiosk,Attended,4,No,1.92,Yes,2024-08-27,No,Yes,Volunteer,Yes,Yes,Looking for internship,2017-06-10,2025-10-08
640,771,46,91,Met potential employers,Kiosk,Cancelled,5,No,0.52,Yes,2023-04-20,No,No,Speaker,Yes,Yes,Great panelists,2016-04-19,2025-11-24
641,479,400,88,Good alumni connections,Kiosk,Attended,3,Yes,2.36,Yes,2022-07-07,Yes,Later,Volunteer,No,No,Good content,2021-02-22,2023-08-19
642,966,695,82,Good alumni connections,Manual,No-Show,1,No,0.8,Yes,2021-03-16,No,Later,Attendee,No,Yes,Would attend again,2023-11-09,2015-05-02
643,869,476,76,Helpful for interviews,Manual,Attended,1,No,1.81,Yes,2025-03-31,No,Later,Volunteer,Yes,Yes,Good content,2021-10-29,2019-03-04
644,920,891,78,Great networking opportunity,Kiosk,Attended,5,Yes,1.72,Yes,2023-08-08,No,No,Mentor,Yes,Yes,Great panelists,2019-04-18,2022-08-12
645,695,409,87,Average experience,Manual,Cancelled,4,Yes,1.6,Yes,2025-08-21,Yes,Yes,Volunteer,No,No,Would attend again,2018-09-09,2025-10-07
646,527,286,79,Helpful for interviews,QR,Attended,4,Yes,2.36,Yes,2020-08-02,No,Yes,Mentor,Yes,Yes,Would attend again,2020-07-16,2023-09-25
647,640,987,68,Met potential employers,QR,Attended,2,Yes,1.27,Yes,2023-07-27,No,No,Speaker,No,No,Good content,2024-02-17,2025-06-09
648,307,373,100,Informative session,Kiosk,Attended,1,Yes,1.69,Yes,2016-09-09,Yes,Later,Mentor,Yes,Yes,Good content,2015-03-26,2024-06-14
649,165,836,84,Average experience,Kiosk,Cancelled,2,Yes,1.36,Yes,2025-03-11,Yes,No,Volunteer,Yes,No,Great panelists,2018-01-12,2019-10-25
650,880,878,90,Average experience,Manual,Attended,1,Yes,1.07,Yes,2019-05-08,No,Later,Mentor,No,Yes,Looking for internship,2020-07-21,2022-07-20
651,466,194,69,Helpful for interviews,Manual,Cancelled,2,Yes,1.31,Yes,2017-09-24,No,Later,Volunteer,No,No,Would attend again,2016-02-04,2019-05-18
652,974,734,57,Met potential employers,QR,No-Show,4,Yes,0.95,Yes,2024-01-20,Yes,Later,Attendee,Yes,Yes,Would attend again,2025-03-02,2017-11-25
653,790,733,90,Good alumni connections,QR,Cancelled,4,No,1.72,Yes,2019-07-19,Yes,Later,Speaker,Yes,Yes,Good content,2018-05-31,2015-11-17
654,84,101,80,Helpful for interviews,Kiosk,Cancelled,4,No,1.98,Yes,2021-09-06,No,Later,Mentor,No,No,Great panelists,2016-08-11,2023-02-16
655,705,58,92,Helpful for interviews,Manual,Attended,4,No,2.13,Yes,2021-04-06,Yes,Later,Attendee,No,No,Good content,2019-04-08,2016-10-04
656,701,373,70,Helpful for interviews,QR,No-Show,2,No,1.14,Yes,2025-05-14,No,Yes,Speaker,Yes,Yes,Great panelists,2024-01-15,2024-10-06
657,729,197,98,Met potential employers,Kiosk,Attended,4,Yes,0.27,Yes,2020-02-10,Yes,Later,Mentor,No,Yes,Great panelists,2018-03-29,2025-05-01
658,510,469,93,Average experience,Kiosk,Cancelled,2,No,0.93,Yes,2024-06-05,No,Later,Attendee,Yes,Yes,Good content,2018-09-03,2021-01-26
659,858,882,90,Met potential employers,Kiosk,Attended,1,No,1.11,Yes,2015-11-15,No,Later,Attendee,Yes,Yes,Great panelists,2023-11-17,2017-12-16
660,877,564,55,Great networking opportunity,Kiosk,Attended,3,No,1.55,Yes,2023-10-29,No,No,Speaker,Yes,No,Looking for internship,2020-09-17,2024-12-04
661,288,379,90,Relevant content,Manual,No-Show,2,Yes,1.23,Yes,2025-03-05,No,Yes,Attendee,Yes,Yes,Great panelists,2019-05-14,2020-02-13
662,122,915,80,Good alumni connections,Manual,Attended,2,No,1.02,Yes,2015-05-05,Yes,Yes,Volunteer,Yes,Yes,Looking for internship,2020-07-19,2019-04-01
663,818,344,100,Helpful for interviews,Kiosk,Attended,2,Yes,0.25,Yes,2022-04-08,Yes,Later,Attendee,No,No,Would attend again,2018-09-06,2024-08-13
664,529,745,69,Informative session,Manual,No-Show,4,Yes,1.1,Yes,2021-12-30,Yes,Yes,Attendee,Yes,Yes,Looking for internship,2015-12-17,2025-09-12
665,356,804,71,Informative session,QR,Cancelled,3,Yes,1.02,Yes,2016-11-30,No,Later,Mentor,No,No,Great panelists,2023-01-06,2023-06-14
666,269,993,88,Informative session,QR,Attended,3,No,1.02,Yes,2024-08-19,No,Yes,Volunteer,No,Yes,Good content,2023-03-13,2018-04-26
667,887,729,82,Relevant content,QR,Attended,3,Yes,2.39,Yes,2022-05-05,No,No,Attendee,No,Yes,Would attend again,2021-09-20,2025-12-27
668,288,1000,78,Relevant content,Manual,Attended,3,Yes,1.78,Yes,2015-02-27,Yes,Yes,Attendee,Yes,Yes,Great panelists,2022-11-03,2023-12-31
669,309,892,80,Average experience,QR,Cancelled,5,Yes,0.25,Yes,2017-03-30,Yes,No,Mentor,Yes,No,Great panelists,2022-05-15,2021-02-08
670,850,358,100,Relevant content,Manual,Attended,5,Yes,0.88,Yes,2015-07-29,No,Yes,Mentor,Yes,No,Good content,2020-11-29,2015-10-20
671,18,769,80,Met potential employers,Kiosk,Attended,5,Yes,0.8,Yes,2016-04-01,No,Yes,Volunteer,No,No,Looking for internship,2015-12-13,2020-07-08
672,852,807,100,Informative session,Kiosk,Attended,5,Yes,1.63,Yes,2015-04-12,Yes,Yes,Speaker,Yes,Yes,Would attend again,2017-07-13,2024-07-26
673,968,305,87,Helpful for interviews,Kiosk,Cancelled,1,No,1.38,Yes,2024-02-05,Yes,No,Volunteer,Yes,Yes,Would attend again,2019-10-30,2017-12-19
674,467,356,100,Average experience,QR,Cancelled,2,Yes,1.94,Yes,2015-10-13,Yes,Yes,Volunteer,Yes,No,Would attend again,2017-11-23,2016-11-08
675,245,821,58,Met potential employers,Kiosk,No-Show,4,No,1.13,Yes,2024-10-20,No,Later,Attendee,Yes,No,Looking for internship,2023-09-04,2024-01-31
676,689,26,65,Informative session,Manual,Cancelled,5,No,0.96,Yes,2015-04-16,No,Later,Mentor,Yes,Yes,Good content,2018-06-09,2018-11-03
677,39,50,80,Informative session,QR,No-Show,1,No,3.49,Yes,2015-10-30,Yes,Later,Mentor,No,Yes,Good content,2017-02-12,2020-02-06
678,119,555,99,Informative session,Kiosk,Cancelled,4,No,1.85,Yes,2023-04-12,No,No,Mentor,Yes,No,Good content,2022-06-20,2015-01-12
679,634,293,86,Informative session,Kiosk,No-Show,4,Yes,1.47,Yes,2018-11-02,No,Later,Speaker,No,Yes,Good content,2016-06-17,2016-06-19
680,704,767,64,Average experience,QR,Attended,2,No,0.83,Yes,2015-12-31,No,No,Mentor,Yes,Yes,Good content,2016-04-01,2021-04-18
