Job_ID,Alumni_ID,Employer_ID,Role,Technology,Employment_Type,Work_Auth_At_Hire,Remote_Flag,City,State,Country,Start_Date,End_Date,Job_Portal,Salary_USD,Bonus_USD,Performance_Rating,Manager_Name,Team,Offer_Accept_Days
466,868,747,Software Engineer,"Node.js, React",Contract,Citizen,No,Savannah,GA,USA,2020-04-17,2024-07-22,Company Site,115586,7009,2,Jennifer Smith,SRE,6
467,293,445,Salesforce Developer,"C++, Java",Part-Time,CPT,No,Cleveland,OH,USA,2022-11-13,2025-03-08,LinkedIn,70479,3557,5,Linda Brown,SRE,7
468,521,590,Business Analyst,"GCP, Python",Contract,Citizen,Yes,Boulder,CO,USA,2025-10-23,2025-04-10,Handshake,80878,6201,3,Patricia Riley,Security,14
469,491,49,Business Analyst,"Kubernetes, Java, Hadoop",Full-Time,H1B,No,Raleigh,NC,USA,2022-11-13,2025-09-08,LinkedIn,76383,4696,2,Carolyn Clarke,Apps,11
470,103,170,Data Analyst,"C++, Tableau",Part-Time,Citizen,No,Tacoma,WA,USA,2025-08-04,2025-07-08,Campus Career Fair,127381,9074,2,Jacob Perry,Platform,11
471,570,425,ML Engineer,"Power BI, JavaScript",Intern,CPT,Yes,Philadelphia,PA,USA,2018-05-26,2021-12-09,Company Site,104070,9907,4,Chase Williams,Security,15
472,367,73,DevOps Engineer,"Tableau, Python",Part-Time,OPT,Yes,Cleveland,OH,USA,2020-11-13,2020-06-19,LinkedIn,96072,7695,1,Sandra Adams,Data,12
473,951,743,DevOps Engineer,"React, C++, Java",Full-Time,H1B,No,Albany,NY,USA,2022-11-02,2022-11-16,Handshake,105805,8423,2,Eric Jones,Apps,12
474,137,781,Product Manager,"Power BI, AWS",Full-Time,STEM-OPT,No,Durham,NC,USA,2020-10-28,2025-10-12,LinkedIn,122155,0,1,Joseph Wallace,Security,11
475,777,659,QA Engineer,Java,Intern,CPT,No,San Diego,CA,USA,2024-03-05,2025-04-29,Campus Career Fair,73043,10192,3,Amy Smith,SRE,5
476,568,249,Salesforce Developer,SQL,Part-Time,STEM-OPT,No,Chesterfield,MO,USA,2024-09-27,2024-02-19,Handshake,109652,8069,3,Paula Dyer,Data,9
477,443,68,SDET,SQL,Full-Time,OPT,No,Albany,NY,USA,2024-06-23,2024-05-02,Glassdoor,86991,15094,4,Scott Mcdonald,SRE,7
478,129,733,Data Analyst,R,Contract,STEM-OPT,Yes,Denver,CO,USA,2023-02-02,2023-11-04,Referral,87225,7152,4,Jamie Walls DVM,Apps,15
479,940,608,Data Analyst,"R, JavaScript",Intern,H1B,No,New York,NY,USA,2024-03-08,2024-08-09,Indeed,76530,3084,5,Douglas Anderson,Platform,9
480,357,191,SDET,"R, Kubernetes",Contract,H1B,Yes,Tacoma,WA,USA,2022-11-08,2023-10-12,LinkedIn,92940,8432,2,Stephen Howard,Apps,9
481,697,354,Software Engineer,"R, AWS",Part-Time,OPT,No,Cary,NC,USA,2023-06-06,2023-07-13,Campus Career Fair,70484,6253,2,Terry Trujillo,Platform,8
482,400,324,Data Engineer,"Spark, R, Kubernetes",Full-Time,H1B,Yes,New York,NY,USA,2025-11-04,2025-08-30,Glassdoor,89530,2900,1,Katherine Phillips,Platform,16
483,201,313,ML Engineer,"Python, GCP, Snowflake",Intern,CPT,No,Dallas,TX,USA,2021-03-08,2025-12-30,Glassdoor,106237,6868,2,William Hicks,SRE,7
484,63,621,Software Engineer,Python,Intern,Citizen,No,Springfield,MO,USA,2018-08-23,2023-03-02,Referral,121105,7528,3,Deborah West,SRE,9
485,935,384,Software Engineer,"JavaScript, Spark, GCP",Part-Time,OPT,No,Savannah,GA,USA,2020-08-18,2024-03-02,Indeed,126677,5847,3,Vincent Higgins,Apps,13
486,567,658,Data Analyst,Power BI,Intern,Citizen,Yes,Detroit,MI,USA,2022-10-27,2025-10-20,Company Site,65208,5032,2,Terri Cantu,Data,14
487,226,528,ML Engineer,Docker,Part-Time,H1B,No,Tacoma,WA,USA,2024-10-28,2024-07-17,Referral,93406,9072,3,Katherine Jones,Apps,8
488,907,284,Data Engineer,"React, Kubernetes, Tableau",Part-Time,H1B,Yes,Alpharetta,GA,USA,2023-04-20,2025-12-14,Indeed,98955,8187,3,Jennifer Willis,Platform,12
489,393,937,Security Analyst,"React, Python",Intern,Citizen,No,Scottsdale,AZ,USA,2024-01-10,2025-01-30,LinkedIn,87062,6654,5,Blake Jensen,Platform,21
490,319,898,Security Analyst,"C++, React, Power BI",Part-Time,CPT,No,San Diego,CA,USA,2025-01-02,2025-09-30,Indeed,134945,12637,2,Samuel Simon,SRE,18
491,126,998,Product Manager,".NET, SQL, Azure",Contract,OPT,No,Tucson,AZ,USA,2025-11-13,2025-12-12,Referral,114134,5503,3,Justin Robinson,QA,18
492,770,402,ML Engineer,"C++, .NET",Contract,Citizen,No,White Plains,NY,USA,2022-09-30,2025-05-03,Campus Career Fair,73880,3753,5,John Smith,SRE,9
493,857,390,Data Analyst,Power BI,Full-Time,H1B,No,Fort Collins,CO,USA,2023-11-30,2023-12-13,Campus Career Fair,56214,7533,2,Brandi Berry,QA,8
494,502,824,SDET,".NET, Node.js, Hadoop",Part-Time,OPT,No,Charlotte,NC,USA,2025-10-14,2025-08-23,Handshake,93370,10723,5,Mr. Adrian Hines MD,QA,1
495,253,788,Business Analyst,Docker,Contract,STEM-OPT,Yes,Atlanta,GA,USA,2023-04-12,2025-09-14,LinkedIn,65377,2849,4,Lisa Andrade,SRE,11
496,66,650,DevOps Engineer,"Spark, Node.js, C++",Full-Time,H1B,Yes,Grand Rapids,MI,USA,2024-12-18,2024-02-13,Glassdoor,105205,11914,1,Rebecca Sullivan,QA,2
497,477,112,QA Engineer,Spark,Contract,CPT,Yes,Columbus,OH,USA,2021-05-30,2025-01-06,Glassdoor,114073,11757,4,Cheryl Vega,SRE,12
498,168,245,Data Analyst,Docker,Contract,H1B,No,Charlotte,NC,USA,2016-08-12,2025-11-28,Referral,100953,9186,4,Jesus Wilcox,QA,8
499,496,613,SDET,"Python, .NET",Part-Time,OPT,No,Redmond,WA,USA,2019-09-15,2021-04-08,Handshake,112030,6174,2,Linda Sharp MD,Apps,17
500,684,100,Security Analyst,Kubernetes,Part-Time,OPT,No,Redmond,WA,USA,2025-07-30,2025-10-25,LinkedIn,111668,5931,4,Michael Stewart,Apps,11
501,914,828,QA Engineer,Kubernetes,Contract,STEM-OPT,Yes,St. Louis,MO,USA,2015-10-29,2025-05-19,Glassdoor,115786,8605,1,Randall Moore,Data,14
502,553,711,ML Engineer,"Java, Docker, Snowflake",Intern,OPT,No,Denver,CO,USA,2025-08-16,2025-02-06,Glassdoor,83550,7241,4,Brian Smith,Security,9
503,434,404,QA Engineer,Snowflake,Intern,OPT,No,Fort Collins,CO,USA,2017-01-25,2023-01-25,Company Site,113914,8217,1,Emily Williams,SRE,17
504,353,409,Business Analyst,R,Part-Time,Citizen,Yes,Ann Arbor,MI,USA,2019-05-15,2022-04-27,Campus Career Fair,104151,6785,4,Johnny Hernandez,Apps,7
505,446,325,Data Engineer,"Azure, Snowflake, Kubernetes",Contract,STEM-OPT,No,Miami,FL,USA,2020-07-31,2024-10-06,Company Site,72387,1588,2,Robyn Singleton,Platform,8
506,388,656,Product Manager,"AWS, Tableau",Intern,STEM-OPT,Yes,Scottsdale,AZ,USA,2023-05-20,2024-02-23,Referral,81690,7538,3,Mark Alexander,Apps,13
507,642,188,SDET,"Power BI, JavaScript",Full-Time,H1B,Yes,San Diego,CA,USA,2021-01-07,2023-12-20,Campus Career Fair,92036,6336,2,Donna Bennett,SRE,14
508,776,223,Security Analyst,Power BI,Full-Time,Citizen,Yes,Jacksonville,FL,USA,2023-05-23,2023-03-15,Glassdoor,89609,7017,5,Cheryl Davis,QA,11
509,196,53,Software Engineer,"R, Tableau, Kubernetes",Intern,Citizen,Yes,Worcester,MA,USA,2023-10-10,2024-11-29,LinkedIn,126758,11045,2,Jeffrey Hodge,SRE,7
510,959,791,QA Engineer,"Node.js, C++, Java",Full-Time,OPT,Yes,Grand Rapids,MI,USA,2020-07-30,2021-02-20,Company Site,130511,4488,5,Katherine Harding,Apps,7
511,407,844,Security Analyst,"JavaScript, C++",Full-Time,Citizen,Yes,Tampa,FL,USA,2021-05-25,2021-01-07,Company Site,79915,8802,1,Tracy Barrett,Security,16
512,476,326,QA Engineer,"React, Power BI",Full-Time,CPT,No,Naperville,IL,USA,2021-03-10,2023-07-20,Handshake,99166,7483,2,Austin Stevens,Data,10
513,854,762,DevOps Engineer,Spark,Part-Time,Citizen,Yes,Cleveland,OH,USA,2024-04-04,2024-04-22,Handshake,109491,10830,5,Michael Johnson,QA,13
514,740,252,Business Analyst,".NET, JavaScript",Contract,STEM-OPT,Yes,Colorado Springs,CO,USA,2023-03-09,2024-03-28,LinkedIn,115907,12199,1,Erika Nelson,Apps,13
515,186,400,Product Manager,C++,Intern,Citizen,No,Scottsdale,AZ,USA,2017-11-13,2024-01-11,LinkedIn,65621,12228,1,Veronica Rollins,Platform,10
516,972,606,Data Analyst,Hadoop,Full-Time,STEM-OPT,No,Seattle,WA,USA,2023-09-26,2023-04-23,LinkedIn,72832,8185,3,Jason Butler,QA,8
517,337,60,Business Analyst,"Hadoop, Kubernetes",Full-Time,CPT,No,Raleigh,NC,USA,2025-01-02,2025-04-27,Glassdoor,114904,6016,4,Mary Keller,Apps,9
518,982,29,Salesforce Developer,Spark,Intern,OPT,Yes,Columbus,OH,USA,2021-09-29,2022-12-26,LinkedIn,54004,6743,2,Craig Jones,Apps,15
519,864,335,Software Engineer,"R, Hadoop",Intern,STEM-OPT,Yes,Durham,NC,USA,2015-07-09,2024-05-26,Referral,108812,2521,3,Monica Phillips,Data,21
520,208,217,Data Engineer,"Power BI, Java, SQL",Intern,CPT,No,Detroit,MI,USA,2023-05-12,2023-08-29,Indeed,82883,12467,3,Hannah Morgan,Data,10
521,551,850,Salesforce Developer,"Tableau, AWS",Part-Time,H1B,No,Orlando,FL,USA,2022-06-03,2024-12-16,Indeed,77055,7499,4,Beverly Clay,Platform,10
522,298,984,QA Engineer,"R, Hadoop",Full-Time,STEM-OPT,No,Tampa,FL,USA,2018-09-25,2023-10-19,Indeed,74846,4233,2,Holly Woods,Apps,10
523,917,666,Software Engineer,React,Part-Time,Citizen,No,Austin,TX,USA,2020-03-27,2023-04-22,Handshake,134119,8783,1,Erica Henry,QA,13
524,201,211,ML Engineer,"Java, AWS, React",Full-Time,CPT,No,Somerville,MA,USA,2023-08-01,2023-12-29,Indeed,114076,14759,4,Jennifer Simon,Apps,7
525,200,244,Data Engineer,"Spark, Python",Intern,H1B,Yes,Durham,NC,USA,2022-10-17,2024-08-16,Glassdoor,76187,7272,5,Sherry Chavez,Platform,5
526,970,626,DevOps Engineer,"Java, GCP",Full-Time,Citizen,No,Los Angeles,CA,USA,2025-10-19,2025-10-01,Company Site,131885,13025,5,Richard Alexander,Data,10
527,709,623,QA Engineer,AWS,Intern,STEM-OPT,Yes,Worcester,MA,USA,2020-10-15,2024-04-30,Handshake,78795,11447,2,Bradley Anderson,Apps,8
528,717,921,Salesforce Developer,"React, R, Tableau",Intern,Citizen,Yes,Cincinnati,OH,USA,2020-07-12,2020-01-13,Handshake,123303,6949,1,Kelly Holt,Platform,14
529,22,948,ML Engineer,Hadoop,Part-Time,H1B,Yes,Miami,FL,USA,2023-03-14,2024-08-17,LinkedIn,118792,8300,3,Andrew Snyder,Platform,9
530,83,312,Product Manager,"Snowflake, .NET",Full-Time,Citizen,Yes,Scottsdale,AZ,USA,2017-03-18,2025-09-19,Indeed,94338,11031,2,Kimberly Mack,Security,9
531,308,205,Business Analyst,JavaScript,Full-Time,STEM-OPT,Yes,Irvine,CA,USA,2021-04-08,2021-03-12,Indeed,122626,8709,4,Spencer Collier,Security,7
532,854,468,Product Manager,"Hadoop, C++",Contract,CPT,Yes,Pittsburgh,PA,USA,2022-11-24,2025-03-05,Indeed,115417,6224,2,Lisa Jones,Platform,8
533,860,918,DevOps Engineer,"R, C++",Full-Time,OPT,No,Rochester,NY,USA,2024-02-19,2025-01-21,Referral,103437,8321,2,Matthew Alvarez,Security,15
534,909,113,Business Analyst,Kubernetes,Intern,CPT,Yes,Somerville,MA,USA,2019-08-22,2021-06-15,Referral,90384,3837,1,Matthew Payne,Apps,19
535,818,420,Business Analyst,"Node.js, .NET",Contract,STEM-OPT,Yes,Springfield,MO,USA,2022-12-05,2022-10-06,Handshake,103688,2116,3,Bethany Wong,SRE,17
536,240,897,Business Analyst,Hadoop,Intern,Citizen,No,Boston,MA,USA,2023-06-26,2024-05-08,Referral,106186,5656,4,Clinton Reynolds,Data,10
537,145,587,Software Engineer,JavaScript,Intern,CPT,No,Austin,TX,USA,2024-05-27,2024-01-10,Handshake,66388,3317,5,Daniel Nelson,QA,6
538,725,81,Product Manager,SQL,Part-Time,Citizen,No,Worcester,MA,USA,2022-01-04,2025-08-07,Indeed,115598,6717,5,Kendra Ross,Security,15
539,681,817,SDET,"Docker, AWS, .NET",Intern,CPT,No,Miami,FL,USA,2021-01-09,2024-03-04,LinkedIn,120994,3987,2,Timothy Glover,Platform,14
540,512,803,ML Engineer,"AWS, .NET, R",Full-Time,Citizen,No,Rochester,NY,USA,2025-10-04,2025-09-14,Company Site,115490,7074,4,John Hartman,Data,8
541,973,684,Business Analyst,"Python, AWS, Hadoop",Part-Time,H1B,No,San Diego,CA,USA,2024-05-20,2025-11-24,Indeed,75643,13434,4,Michelle Clark,Platform,3
542,200,959,Product Manager,SQL,Full-Time,STEM-OPT,Yes,San Jose,CA,USA,2022-05-13,2023-09-22,Referral,104200,3639,4,Kaitlyn Johnson,Data,6
543,42,430,Data Engineer,R,Part-Time,H1B,Yes,Chicago,IL,USA,2024-08-21,2025-08-11,Company Site,61943,3046,3,Jeremy Alexander,Security,10
544,368,550,Salesforce Developer,"Snowflake, Node.js, C++",Contract,Citizen,No,Chesterfield,MO,USA,2017-08-28,2024-02-26,Campus Career Fair,103686,6493,2,Victoria Smith,Platform,14
545,219,941,QA Engineer,"Kubernetes, JavaScript",Part-Time,Citizen,Yes,Denver,CO,USA,2024-07-17,2024-01-22,LinkedIn,124174,3559,1,Cody Lane,Platform,14
546,650,274,DevOps Engineer,"C++, React",Full-Time,STEM-OPT,Yes,Cambridge,MA,USA,2024-07-13,2025-11-09,Handshake,85726,11173,5,Brandon Sharp,Security,14
547,449,637,Data Analyst,"Tableau, Snowflake, Python",Intern,CPT,Yes,Cincinnati,OH,USA,2024-02-09,2025-10-27,Company Site,74047,7083,4,Christopher Hoffman,Apps,12
548,644,758,Business Analyst,Docker,Intern,Citizen,No,Savannah,GA,USA,2024-01-03,2025-11-02,LinkedIn,115956,8066,1,Anthony Carr,Apps,2
549,515,233,Security Analyst,"Python, Spark, Tableau",Contract,H1B,Yes,Phoenix,AZ,USA,2023-06-20,2023-06-21,LinkedIn,67299,11573,2,Michael Cardenas,Platform,14
550,264,425,Salesforce Developer,"Snowflake, AWS",Intern,CPT,No,Denver,CO,USA,2025-02-20,2025-03-17,LinkedIn,102523,8548,3,Erin Green,Data,5
551,193,758,DevOps Engineer,"Node.js, Docker, Azure",Intern,OPT,No,Tempe,AZ,USA,2025-11-24,2025-03-02,Handshake,103031,12347,1,Keith Martinez,Data,10
552,1,254,Product Manager,"Spark, C++",Part-Time,Citizen,Yes,Boston,MA,USA,2022-02-25,2025-11-22,Indeed,75807,4543,3,Timothy Harrison,QA,12
553,347,750,Data Engineer,"R, AWS, C++",Intern,Citizen,Yes,Cambridge,MA,USA,2025-07-22,2025-06-05,LinkedIn,88527,7621,5,Mark Stone,SRE,1
554,476,169,Data Analyst,React,Intern,OPT,Yes,San Diego,CA,USA,2025-03-07,2025-09-04,Indeed,112221,12309,4,Nicole Day,SRE,8
555,948,251,Salesforce Developer,"Python, GCP, JavaScript",Contract,Citizen,No,Cleveland,OH,USA,2025-07-17,2025-10-29,Company Site,106065,6352,1,Stacey Saunders,Data,8
556,806,642,Software Engineer,"Snowflake, Node.js, GCP",Part-Time,H1B,Yes,Urbana,IL,USA,2019-07-30,2024-09-22,Handshake,89215,11846,3,Daniel Miller,Data,4
557,178,682,Salesforce Developer,"AWS, JavaScript",Part-Time,Citizen,Yes,San Francisco,CA,USA,2021-10-29,2021-07-04,Handshake,99620,7837,5,Elizabeth Parks,QA,12
558,268,514,Security Analyst,"GCP, Azure, C++",Full-Time,CPT,No,Pittsburgh,PA,USA,2022-03-17,2023-07-01,Indeed,99227,2838,1,Jim Hawkins,SRE,16
559,706,386,ML Engineer,"Hadoop, Docker",Contract,OPT,Yes,Peoria,IL,USA,2025-11-28,2025-04-21,Referral,111481,12357,3,Sandra Reynolds,Platform,8
560,885,510,Software Engineer,"Node.js, Snowflake, Python",Intern,H1B,No,Alpharetta,GA,USA,2025-10-02,2025-10-03,Handshake,117226,6164,5,Meghan Vasquez,Apps,11
561,784,778,SDET,R,Part-Time,H1B,Yes,Tacoma,WA,USA,2025-08-25,2025-06-01,Campus Career Fair,98544,4180,1,Mr. Thomas Gallegos,Security,12
562,12,223,Data Engineer,"SQL, .NET, Azure",Part-Time,STEM-OPT,No,San Diego,CA,USA,2022-08-02,2024-05-17,Referral,92570,6462,2,Benjamin Smith,QA,9
563,291,902,ML Engineer,"Hadoop, Snowflake",Part-Time,STEM-OPT,No,St. Louis,MO,USA,2024-03-15,2025-07-12,Indeed,45000,10956,4,Danielle Phillips,SRE,15
564,236,523,ML Engineer,Java,Intern,CPT,No,Redmond,WA,USA,2024-09-05,2025-01-20,Glassdoor,142667,4218,3,Rebecca Morgan,QA,3
565,941,837,QA Engineer,JavaScript,Part-Time,Citizen,No,Pittsburgh,PA,USA,2023-10-15,2024-04-15,Company Site,140895,5648,4,Amanda Miller,SRE,10
566,979,782,SDET,"AWS, R, Docker",Intern,STEM-OPT,Yes,Jacksonville,FL,USA,2025-04-04,2025-03-04,LinkedIn,104258,8753,3,Lance Williams,Apps,10
567,953,544,Salesforce Developer,"Snowflake, Spark, Node.js",Intern,CPT,Yes,Phoenix,AZ,USA,2023-05-20,2023-04-27,Referral,84096,4840,3,Linda Glover,Data,14
568,807,411,ML Engineer,"Tableau, AWS, R",Part-Time,H1B,Yes,Cary,NC,USA,2025-01-28,2025-11-07,Company Site,162744,0,1,Rebecca Suarez,Security,11
569,437,172,SDET,"R, Power BI, Python",Contract,CPT,No,Boston,MA,USA,2023-02-04,2024-05-21,Campus Career Fair,119786,5628,2,Sarah Hamilton,Platform,15
570,231,887,Security Analyst,"Power BI, React, .NET",Contract,H1B,No,Tampa,FL,USA,2020-12-20,2023-04-14,Glassdoor,104549,6540,2,Eric Moore,Security,13
571,5,985,QA Engineer,"AWS, Node.js, SQL",Contract,Citizen,No,San Francisco,CA,USA,2019-05-09,2020-09-08,Campus Career Fair,76499,8822,4,Jeffrey Diaz,Apps,1
572,899,340,DevOps Engineer,.NET,Intern,H1B,No,Ann Arbor,MI,USA,2015-08-23,2018-04-05,Company Site,106060,10430,5,Heather Reyes MD,Platform,3
573,448,832,Data Engineer,.NET,Full-Time,STEM-OPT,No,San Antonio,TX,USA,2023-01-10,2024-08-26,Glassdoor,74129,4561,1,Joshua Schaefer,SRE,10
574,494,531,Business Analyst,"Docker, R, React",Full-Time,Citizen,Yes,Scottsdale,AZ,USA,2021-01-19,2023-03-07,LinkedIn,95309,5666,4,Jennifer Walker,Data,16
575,197,225,Salesforce Developer,AWS,Contract,OPT,No,Detroit,MI,USA,2019-07-25,2019-11-01,Handshake,106869,7619,3,Kristen Butler,QA,1
576,205,941,Salesforce Developer,Azure,Intern,OPT,No,Jacksonville,FL,USA,2023-10-29,2024-09-24,Handshake,118183,5338,2,Patrick Thompson,Apps,10
577,951,868,Business Analyst,"React, SQL",Contract,OPT,No,Naperville,IL,USA,2018-07-28,2023-05-01,Indeed,95887,8074,4,Charles Lewis,Apps,4
578,456,544,Data Engineer,"JavaScript, Power BI",Full-Time,STEM-OPT,No,San Jose,CA,USA,2025-03-15,2025-12-31,Handshake,64712,11976,2,Andrew Espinoza,Platform,11
579,355,453,Product Manager,Kubernetes,Intern,OPT,No,Columbus,OH,USA,2022-07-15,2025-06-23,Handshake,113805,9237,4,Thomas Vazquez,SRE,1
580,475,4,Salesforce Developer,"R, Python",Full-Time,STEM-OPT,No,Boulder,CO,USA,2024-08-23,2024-05-01,Indeed,98808,7762,4,Steven Winters,QA,13
581,623,625,QA Engineer,C++,Part-Time,Citizen,No,Atlanta,GA,USA,2025-12-23,2025-03-21,Glassdoor,118301,5010,2,Sharon Griffin,Apps,11
582,42,217,Software Engineer,Kubernetes,Intern,Citizen,Yes,Cary,NC,USA,2023-12-05,2024-12-13,Handshake,76957,9100,2,Richard Coleman,Apps,16
583,172,804,Product Manager,"R, Snowflake",Intern,CPT,Yes,Columbus,OH,USA,2023-09-04,2023-07-30,Company Site,99173,8924,5,Keith Benton,SRE,15
584,975,271,SDET,"Kubernetes, Python",Part-Time,OPT,Yes,Scottsdale,AZ,USA,2024-04-27,2025-01-08,Glassdoor,48132,7188,2,Kelly Gordon,Platform,9
585,687,284,ML Engineer,SQL,Contract,CPT,Yes,Raleigh,NC,USA,2023-04-30,2025-07-31,Handshake,45000,10682,4,Joseph Terry,SRE,8
586,639,729,SDET,Python,Part-Time,OPT,Yes,Harrisburg,PA,USA,2018-02-16,2022-06-20,Campus Career Fair,59916,10883,5,Christopher Arroyo,Security,11
587,43,126,QA Engineer,Azure,Intern,H1B,Yes,Ann Arbor,MI,USA,2021-04-17,2022-10-12,Campus Career Fair,107394,4204,3,Christina Evans,Data,14
588,145,398,Business Analyst,"Spark, GCP",Part-Time,OPT,No,New York,NY,USA,2018-01-23,2019-04-22,LinkedIn,108646,6061,4,Charles Perez,QA,2
589,216,658,QA Engineer,"Azure, .NET, SQL",Intern,H1B,Yes,Columbia,MO,USA,2024-08-02,2025-04-14,Company Site,140529,2833,1,Barry Brown,Platform,11
590,422,688,Security Analyst,C++,Full-Time,STEM-OPT,No,Worcester,MA,USA,2024-08-14,2025-05-26,Referral,106097,7563,2,Gail Wright,QA,7
591,719,472,Product Manager,"C++, Azure",Full-Time,STEM-OPT,Yes,Scottsdale,AZ,USA,2025-04-06,2025-07-19,Indeed,114545,10354,5,Kathryn Anderson,Data,2
592,412,447,Data Engineer,"Docker, SQL",Part-Time,CPT,Yes,Seattle,WA,USA,2025-06-18,2025-04-04,Indeed,108084,7527,4,Kristen Rich,Apps,1
593,24,940,ML Engineer,Snowflake,Part-Time,OPT,No,Peoria,IL,USA,2022-10-31,2024-11-01,Company Site,94883,7132,3,Michelle Martinez,QA,6
594,46,124,QA Engineer,"Kubernetes, JavaScript",Full-Time,Citizen,No,Raleigh,NC,USA,2024-02-07,2024-10-21,Company Site,96797,3789,2,William Marshall,Data,1
595,220,474,Software Engineer,"Python, JavaScript",Contract,CPT,Yes,Savannah,GA,USA,2025-09-23,2025-04-07,Campus Career Fair,68960,10076,4,Elizabeth Jackson,QA,5
596,201,28,ML Engineer,"R, Snowflake",Intern,CPT,Yes,Savannah,GA,USA,2018-10-08,2023-06-22,Company Site,93742,3537,4,Kristina Horn,Apps,5
597,270,381,DevOps Engineer,Power BI,Part-Time,STEM-OPT,No,Plano,TX,USA,2025-06-19,2025-06-27,Company Site,124174,3360,5,Sean Carter,SRE,14
598,397,389,DevOps Engineer,"Power BI, Kubernetes",Contract,Citizen,No,Durham,NC,USA,2024-12-22,2025-07-06,Glassdoor,82214,9797,1,Robert Robinson,Data,9
599,967,447,QA Engineer,Python,Full-Time,CPT,No,Columbia,MO,USA,2023-03-08,2025-12-14,Referral,62824,9837,4,Jessica Allen,Apps,13
600,90,34,Data Engineer,"R, Python, Power BI",Contract,Citizen,No,Phoenix,AZ,USA,2023-08-10,2025-09-06,Referral,116858,6956,3,Derrick Haley MD,Security,9
601,344,28,Data Analyst,AWS,Intern,H1B,Yes,Tucson,AZ,USA,2023-02-09,2023-06-06,LinkedIn,111132,6090,4,Joseph Sanchez,QA,10
602,43,892,DevOps Engineer,AWS,Part-Time,CPT,No,Ann Arbor,MI,USA,2024-03-08,2024-02-11,Campus Career Fair,128571,8817,3,Michael Lane Jr.,Security,2
603,718,152,Data Engineer,AWS,Part-Time,Citizen,No,Columbus,OH,USA,2025-11-14,2025-02-19,Indeed,65214,1044,5,Wendy Mendoza,Platform,12
604,812,714,Salesforce Developer,"Snowflake, Kubernetes",Full-Time,OPT,No,San Jose,CA,USA,2018-10-29,2020-08-30,Handshake,45000,8178,1,Betty Moreno,Platform,6
605,615,922,Product Manager,"GCP, Python, Node.js",Full-Time,OPT,Yes,Columbus,OH,USA,2023-03-24,2025-10-03,Referral,102246,3735,1,Erin Livingston,Platform,12
606,909,396,Data Engineer,GCP,Contract,CPT,No,Rochester,NY,USA,2025-12-28,2025-02-01,Referral,83629,8388,2,Leslie Ashley,Security,9
607,463,347,SDET,"Spark, Tableau",Contract,OPT,No,Tucson,AZ,USA,2018-11-17,2023-01-28,Company Site,68277,8035,2,Jake Ramirez,Data,12
608,104,134,Software Engineer,"GCP, Snowflake, Spark",Part-Time,OPT,Yes,Fort Collins,CO,USA,2023-08-02,2023-06-16,Campus Career Fair,92153,2315,4,Amanda Walters,Apps,1
609,957,66,Business Analyst,"JavaScript, Tableau, Hadoop",Full-Time,STEM-OPT,No,Scottsdale,AZ,USA,2019-06-05,2022-01-19,Company Site,108774,8991,5,Joseph Cameron,Data,2
610,734,484,Business Analyst,"Snowflake, Tableau, Power BI",Full-Time,STEM-OPT,Yes,Cary,NC,USA,2025-10-25,2025-04-28,Company Site,105905,9299,1,Randy Murray,SRE,5
611,105,554,ML Engineer,Snowflake,Intern,STEM-OPT,Yes,Redmond,WA,USA,2025-03-13,2025-08-29,Campus Career Fair,90161,9909,2,Ian Conley,SRE,21
612,701,20,Data Engineer,"JavaScript, Python, React",Full-Time,CPT,Yes,Buffalo,NY,USA,2024-07-20,2024-11-13,Company Site,97198,8880,3,Mark Byrd,Platform,15
613,285,803,QA Engineer,"Node.js, SQL",Part-Time,H1B,Yes,Dallas,TX,USA,2024-05-16,2025-03-13,Company Site,73659,7353,3,Jessica Thompson,Platform,11
614,768,597,SDET,Tableau,Part-Time,STEM-OPT,No,Pittsburgh,PA,USA,2025-08-15,2025-11-19,Glassdoor,147445,7714,3,Patricia Jones,Data,1
615,99,316,ML Engineer,SQL,Contract,H1B,No,Atlanta,GA,USA,2023-12-27,2023-08-25,Handshake,110697,7974,4,Melanie Henderson,Platform,10
616,304,449,DevOps Engineer,"Kubernetes, Spark, Power BI",Full-Time,H1B,Yes,Harrisburg,PA,USA,2025-01-05,2025-08-08,Company Site,118509,5159,2,Joshua Moore,Platform,9
617,753,307,Product Manager,"AWS, Tableau, Hadoop",Contract,H1B,No,New York,NY,USA,2018-11-13,2024-01-17,Referral,97568,2507,4,Eric Rivera,Apps,10
618,954,544,ML Engineer,"Java, React, GCP",Full-Time,STEM-OPT,Yes,White Plains,NY,USA,2022-01-26,2022-01-01,Glassdoor,103426,9901,2,Laura Bright,Platform,11
619,809,385,Salesforce Developer,"Node.js, Docker, React",Intern,STEM-OPT,Yes,Tucson,AZ,USA,2024-01-11,2024-02-16,Company Site,61461,6818,2,Kristen Anderson,Security,13
620,436,421,Business Analyst,"GCP, JavaScript, Java",Contract,OPT,Yes,Durham,NC,USA,2022-11-06,2024-07-06,Company Site,91226,4133,1,Veronica Mitchell,SRE,15
621,235,203,Software Engineer,.NET,Intern,Citizen,No,Raleigh,NC,USA,2024-12-04,2024-04-17,Handshake,114326,9708,4,Theresa Harper,QA,7
622,163,92,Business Analyst,Power BI,Contract,STEM-OPT,Yes,Miami,FL,USA,2025-08-21,2025-09-04,Glassdoor,110548,9052,1,Colin Cochran,QA,19
